period,org_code,type,attendances,breaches,admissions
2017-12-01,RF4,1,21384,5818,5019
2017-12-01,RF4,2,595,1,0
2017-12-01,RF4,other,3212,54,0
2017-12-01,R1H,1,26833,6098,7281
2017-12-01,R1H,2,639,0,0
2017-12-01,R1H,other,14778,27,0
2017-12-01,AD913,other,4513,0,0
2017-12-01,RYX,other,17477,301,0
2017-12-01,RQM,1,17695,1569,3729
2017-12-01,RQM,other,8827,59,0
2017-12-01,RJ6,1,6714,1725,2182
2017-12-01,RJ6,other,10140,65,0
2017-12-01,Y02696,other,1404,0,0
2017-12-01,RVR,1,12519,1411,3634
2017-12-01,RVR,2,371,1,6
2017-12-01,RVR,other,1616,0,0
2017-12-01,RJ1,1,12351,1730,3299
2017-12-01,RJ1,2,1088,0,0
2017-12-01,RJ1,other,2674,2,0
2017-12-01,Y03082,other,3700,0,0
2017-12-01,RQX,1,10236,568,1657
2017-12-01,RY9,other,4930,1,0
2017-12-01,RYJ,1,9940,3527,3316
2017-12-01,RYJ,2,3282,8,18
2017-12-01,RYJ,other,10460,175,0
2017-12-01,RJZ,1,17524,4846,4390
2017-12-01,RJZ,2,1463,20,0
2017-12-01,RJZ,other,5579,340,0
2017-12-01,RAX,1,9076,1361,2188
2017-12-01,RAX,2,880,0,0
2017-12-01,RJ2,1,13202,3101,4353
2017-12-01,RJ2,other,11777,386,0
2017-12-01,R1K,1,11883,4912,5557
2017-12-01,R1K,other,17803,357,0
2017-12-01,RP6,2,6571,67,19
2017-12-01,RAT,other,4789,11,0
2017-12-01,RAP,1,15188,4165,2688
2017-12-01,Y02973,other,770,0,0
2017-12-01,RAL,1,19199,3662,4327
2017-12-01,RAL,other,3227,3,0
2017-12-01,Y03047,other,1816,0,0
2017-12-01,RJ7,1,12796,2112,3935
2017-12-01,RJ7,other,1287,2,0
2017-12-01,F84747,other,2500,0,0
2017-12-01,RAS,1,5828,2553,2056
2017-12-01,RAS,other,7944,98,0
2017-12-01,Y03094,other,3171,0,0
2017-12-01,E84068,other,3490,0,0
2017-12-01,RRV,1,11130,1491,1610
2017-12-01,Y02147,other,9603,0,0
2017-12-01,Y03201,other,2390,0,0
2017-12-01,RKE,1,8583,1156,1364
2017-12-01,NL7,other,5299,0,0
2017-12-01,8J094,other,3010,0,0
2017-12-01,RDD,1,12032,1978,2798
2017-12-01,RC1,1,6269,926,2044
2017-12-01,RC1,other,119,0,0
2017-12-01,M85813,other,2976,0,0
2017-12-01,RQ3,1,5088,422,1159
2017-12-01,RJF,1,5568,1009,2052
2017-12-01,RJF,other,3922,0,0
2017-12-01,RGT,1,9740,2119,3231
2017-12-01,RGT,other,3008,2,18
2017-12-01,RFS,1,7117,513,2219
2017-12-01,NQ108,other,2256,4,0
2017-12-01,RDE,1,7836,1454,2616
2017-12-01,RDE,other,4833,0,0
2017-12-01,Y03571,other,6540,42,0
2017-12-01,RTG,1,11184,2945,3356
2017-12-01,RTG,other,4966,19,108
2017-12-01,RY8,other,5346,2,0
2017-12-01,NNJ,other,2142,12,0
2017-12-01,RWH,1,9064,2973,3126
2017-12-01,RWH,other,4009,2,0
2017-12-01,Y03007,other,2544,0,0
2017-12-01,NQ106,other,544,0,0
2017-12-01,RLT,1,6805,1155,1109
2017-12-01,NEH06,other,1358,0,0
2017-12-01,RR1,1,19294,5239,6827
2017-12-01,RR1,other,3056,58,1272
2017-12-01,RY4,other,692,0,0
2017-12-01,RGQ,1,7259,1129,2189
2017-12-01,RGQ,other,920,0,178
2017-12-01,RGP,1,5767,1038,1421
2017-12-01,RGP,other,499,19,0
2017-12-01,RNQ,1,7488,1989,2632
2017-12-01,C82038,other,278,0,0
2017-12-01,RY5,other,12420,196,5
2017-12-01,NJS05,other,4001,148,0
2017-12-01,RC9,1,8851,240,2817
2017-12-01,RC9,other,3982,0,0
2017-12-01,C82009,other,320,0,0
2017-12-01,NLO11,other,617,6,0
2017-12-01,NLO09,other,614,1,0
2017-12-01,RQ8,1,7996,2170,2228
2017-12-01,RQ8,other,425,0,0
2017-12-01,RD8,1,7108,1367,1603
2017-12-01,RD8,other,5265,159,0
2017-12-01,RM1,1,8658,3167,2958
2017-12-01,RM1,other,2352,246,0
2017-12-01,RGN,1,12005,4007,3338
2017-12-01,RGN,other,574,0,0
2017-12-01,RNS,1,8620,1996,2390
2017-12-01,RNS,2,945,2,0
2017-12-01,RNS,other,1403,0,0
2017-12-01,NMH01,other,6601,0,0
2017-12-01,NR3,other,4422,271,0
2017-12-01,RX1,1,12340,4245,4189
2017-12-01,RX1,2,1483,12,0
2017-12-01,RX1,other,3050,63,0
2017-12-01,NLO10,other,2231,5,0
2017-12-01,C82010,other,216,0,0
2017-12-01,NLO12,other,281,5,0
2017-12-01,Y02428,other,2993,0,0
2017-12-01,RXK,1,14643,3814,3363
2017-12-01,RXK,2,897,4,21
2017-12-01,RXK,other,2325,0,0
2017-12-01,RK5,1,8479,1712,2704
2017-12-01,RK5,other,4674,71,10
2017-12-01,RXW,1,8298,3048,2214
2017-12-01,RXW,other,1733,30,48
2017-12-01,R1D,other,1735,1,0
2017-12-01,C83023,other,803,0,0
2017-12-01,Y02615,other,5854,0,0
2017-12-01,RJC,1,5712,891,1778
2017-12-01,RJC,other,566,0,0
2017-12-01,RAJ,1,7472,1935,2792
2017-12-01,RAJ,other,1007,45,0
