period,org_code,type,attendances,breaches,admissions
2019-02-01,RF4,1,14569,6140,4097
2019-02-01,RF4,2,735,0,0
2019-02-01,RF4,other,9643,87,0
2019-02-01,R1H,1,25261,6926,7883
2019-02-01,R1H,2,873,31,0
2019-02-01,R1H,other,14431,131,0
2019-02-01,AD913,other,4187,1,0
2019-02-01,E84069,other,1684,0,0
2019-02-01,RYX,other,17710,460,0
2019-02-01,RQM,1,18296,1774,4053
2019-02-01,RQM,other,9147,151,0
2019-02-01,RJ6,1,6670,2453,1812
2019-02-01,RJ6,other,11687,195,0
2019-02-01,Y02696,other,1273,0,0
2019-02-01,RVR,1,11555,1645,3249
2019-02-01,RVR,2,428,1,2
2019-02-01,RVR,other,2058,0,0
2019-02-01,RJ1,1,13480,2376,3495
2019-02-01,RJ1,2,770,0,0
2019-02-01,RJ1,other,2869,8,0
2019-02-01,Y03082,other,3144,349,0
2019-02-01,RQX,1,9955,802,1493
2019-02-01,RY9,other,4155,3,0
2019-02-01,RYJ,1,9519,2611,3016
2019-02-01,RYJ,2,3718,30,6
2019-02-01,RYJ,other,9596,72,0
2019-02-01,RJZ,1,15245,6085,4389
2019-02-01,RJZ,other,7669,699,0
2019-02-01,Y02973,other,698,2,0
2019-02-01,RAX,1,9466,1399,2283
2019-02-01,RAX,2,1050,2,0
2019-02-01,RJ2,1,13242,3891,4325
2019-02-01,RJ2,other,11598,690,0
2019-02-01,R1K,1,11846,3424,6069
2019-02-01,R1K,other,18121,317,0
2019-02-01,RP6,2,7279,84,11
2019-02-01,RAT,other,4499,54,0
2019-02-01,RAP,1,8919,2176,2699
2019-02-01,RAP,2,446,0,0
2019-02-01,RAP,other,7242,427,0
2019-02-01,RAL,1,19632,3716,4124
2019-02-01,RAL,other,3376,4,0
2019-02-01,RJ7,1,12964,2541,3739
2019-02-01,RJ7,other,1332,0,0
2019-02-01,RAS,1,5594,2387,1650
2019-02-01,RAS,other,7665,79,0
2019-02-01,Y03094,other,3220,0,0
2019-02-01,Y03218,other,4099,0,0
2019-02-01,RRV,1,11637,2036,1674
2019-02-01,Y02147,other,9301,182,0
2019-02-01,RKE,1,8868,1322,1301
2019-02-01,NL7,other,5700,0,0
2019-02-01,8J094,other,3059,0,0
2019-02-01,RDD,1,10802,1137,3036
2019-02-01,RC1,1,5991,968,1855
2019-02-01,RC1,other,736,0,0
2019-02-01,M85813,other,3155,0,0
2019-02-01,RQ3,1,4780,886,1015
2019-02-01,RGT,1,9930,2512,3278
2019-02-01,RGT,other,3327,0,9
2019-02-01,RFS,1,5489,978,1975
2019-02-01,RFS,other,1606,0,0
2019-02-01,NQ108,other,2094,1,0
2019-02-01,Y03571,other,6899,0,0
2019-02-01,RY8,other,5243,3,0
2019-02-01,NNJ,other,1684,10,0
