period,org_code,type,attendances,breaches,admissions
2018-01-01,RF4,1,21317,6104,4988
2018-01-01,RF4,2,813,0,0
2018-01-01,RF4,other,3040,87,0
2018-01-01,R1H,1,27281,5839,7738
2018-01-01,R1H,2,770,0,0
2018-01-01,R1H,other,15910,83,0
2018-01-01,AD913,other,4574,0,0
2018-01-01,E84069,other,1891,0,0
2018-01-01,Y02692,other,4217,0,0
2018-01-01,RYX,other,18819,171,0
2018-01-01,RQM,1,17990,1406,3893
2018-01-01,RQM,other,9162,67,0
2018-01-01,RJ6,1,6987,2310,2198
2018-01-01,RJ6,other,10987,67,0
2018-01-01,Y02696,other,1137,0,0
2018-01-01,RVR,1,12541,1478,3565
2018-01-01,RVR,2,499,0,9
2018-01-01,RVR,other,1126,0,0
2018-01-01,RJ1,1,12739,1390,3302
2018-01-01,RJ1,2,1428,0,0
2018-01-01,RJ1,other,3159,0,0
2018-01-01,Y03082,other,4107,0,0
2018-01-01,RQX,1,10679,621,1694
2018-01-01,RY9,other,4671,2,0
2018-01-01,RYJ,1,9999,3559,3342
2018-01-01,RYJ,2,3869,27,12
2018-01-01,RYJ,other,10823,87,0
2018-01-01,RJZ,1,16668,4931,4301
2018-01-01,RJZ,2,1769,9,0
2018-01-01,RJZ,other,5146,309,0
2018-01-01,RAX,1,9047,1287,2172
2018-01-01,RAX,2,1075,0,0
2018-01-01,RJ2,1,13162,3787,4518
2018-01-01,RJ2,other,12660,515,0
2018-01-01,R1K,1,12208,4689,5781
2018-01-01,R1K,other,17641,217,0
2018-01-01,RP6,2,7580,75,21
2018-01-01,RAT,other,5861,16,0
2018-01-01,RAP,1,15685,3838,2641
2018-01-01,Y02973,other,789,0,0
2018-01-01,RAL,1,19763,3222,3803
2018-01-01,RAL,other,3469,1,0
2018-01-01,Y03047,other,1979,0,0
2018-01-01,RJ7,1,12982,2422,3983
2018-01-01,RJ7,other,1296,1,0
2018-01-01,F84747,other,2648,0,0
2018-01-01,RAS,1,5617,2602,2046
2018-01-01,RAS,other,8306,74,0
2018-01-01,Y03094,other,3312,0,0
2018-01-01,Y03218,other,3834,0,0
2018-01-01,E84068,other,3614,0,0
2018-01-01,RRV,1,11589,1616,1690
2018-01-01,Y02147,other,10002,0,0
2018-01-01,Y03201,other,2533,0,0
2018-01-01,RKE,1,8899,1203,1382
2018-01-01,NL7,other,5954,0,0
2018-01-01,8J094,other,3055,0,0
2018-01-01,RDD,1,12093,1933,3204
2018-01-01,RC1,1,6162,802,2121
2018-01-01,RC1,other,169,0,0
