period,org_code,type,attendances,breaches,admissions
2018-06-01,RF4,1,21187,4044,5048
2018-06-01,RF4,2,785,0,0
2018-06-01,RF4,other,2620,10,0
2018-06-01,R1H,1,26939,5008,7643
2018-06-01,R1H,2,876,4,0
2018-06-01,R1H,other,13502,122,0
2018-06-01,AD913,other,4635,1,0
2018-06-01,E84069,other,1663,0,0
2018-06-01,RYX,other,18711,102,0
2018-06-01,RQM,1,17999,1190,4099
2018-06-01,RQM,other,8404,103,0
2018-06-01,RJ6,1,6234,2000,1741
2018-06-01,RJ6,other,10969,118,0
2018-06-01,Y02696,other,1221,0,0
2018-06-01,RVR,1,12523,655,3283
2018-06-01,RVR,2,474,0,7
2018-06-01,RVR,other,989,0,0
2018-06-01,RJ1,1,13570,2531,3390
2018-06-01,RJ1,2,857,0,0
2018-06-01,RJ1,other,3234,11,0
2018-06-01,Y03082,other,3887,84,0
2018-06-01,RQX,1,10547,489,1550
2018-06-01,RY9,other,4605,0,0
2018-06-01,RYJ,1,9773,2876,3222
2018-06-01,RYJ,2,4269,86,11
2018-06-01,RYJ,other,10542,86,0
2018-06-01,RJZ,1,16105,3716,4454
2018-06-01,RJZ,other,7310,327,0
2018-06-01,Y02973,other,655,0,0
2018-06-01,RAX,1,9157,812,2190
2018-06-01,RAX,2,1198,10,0
2018-06-01,RJ2,1,12925,2227,4514
2018-06-01,RJ2,other,12045,263,0
2018-06-01,R1K,1,11606,2796,5727
2018-06-01,R1K,other,17159,286,0
2018-06-01,RP6,2,8244,252,12
2018-06-01,RAT,other,5194,26,0
2018-06-01,RAP,1,8214,1453,2620
2018-06-01,RAP,2,455,3,0
2018-06-01,RAP,other,6086,68,0
2018-06-01,RAL,1,19472,1791,4478
2018-06-01,RAL,other,3550,1,0
2018-06-01,Y03047,other,1715,0,0
2018-06-01,RJ7,1,13225,946,3823
2018-06-01,RJ7,other,1538,1,0
2018-06-01,F84747,other,2563,0,0
2018-06-01,RAS,1,5313,2177,1996
2018-06-01,RAS,other,8518,89,0
2018-06-01,Y03094,other,3375,0,0
2018-06-01,Y03218,other,3307,0,0
2018-06-01,E84068,other,2940,0,0
2018-06-01,Y02692,other,3696,0,0
2018-06-01,RRV,1,11577,1963,1819
2018-06-01,Y02147,other,9991,0,0
2018-06-01,RKE,1,8699,815,1428
2018-06-01,NL7,other,5847,0,0
2018-06-01,8J094,other,2953,0,0
2018-06-01,RDD,1,12776,511,3193
2018-06-01,RC1,1,6574,682,1882
2018-06-01,RC1,other,148,0,0
2018-06-01,M85813,other,3298,0,0
2018-06-01,RQ3,1,4981,250,1071
2018-06-01,RJF,1,5842,773,1790
2018-06-01,RJF,other,4894,0,1
2018-06-01,RGT,1,10166,1714,3239
2018-06-01,RGT,other,3344,1,50
2018-06-01,RFS,1,5847,410,1936
2018-06-01,RFS,other,1627,0,0
2018-06-01,NQ108,other,3062,3,0
2018-06-01,RDE,1,8252,370,2365
2018-06-01,RDE,other,4911,7,0
2018-06-01,Y03571,other,6396,0,0
2018-06-01,RTG,1,11300,1694,3263
2018-06-01,RTG,other,4651,4,97
2018-06-01,RY8,other,6947,0,0
2018-06-01,NNJ,other,1860,0,0
2018-06-01,RWH,1,9293,1794,2859
2018-06-01,RWH,other,4399,7,0
2018-06-01,Y03007,other,2476,0,0
2018-06-01,NQ106,other,713,0,0
2018-06-01,RLT,1,7262,612,1380
2018-06-01,NEH06,other,2349,1,0
2018-06-01,RR1,1,20385,4038,6609
2018-06-01,RR1,other,3727,34,1238
2018-06-01,RY4,other,1024,18,0
2018-06-01,RGQ,1,7304,792,1894
2018-06-01,RGQ,other,1038,0,130
2018-06-01,RGP,1,5915,399,1403
2018-06-01,RGP,other,980,14,0
2018-06-01,RNQ,1,7795,1301,2605
2018-06-01,C82038,other,248,0,0
2018-06-01,RY5,other,11239,169,2
2018-06-01,NJS05,other,4477,143,0
2018-06-01,RC9,1,9173,179,2590
2018-06-01,RC9,other,3407,0,0
2018-06-01,C82009,other,350,0,0
2018-06-01,NLO11,other,638,8,0
2018-06-01,NLO09,other,593,0,0
2018-06-01,RQ8,1,8456,1082,2101
2018-06-01,RQ8,other,421,7,0
2018-06-01,RD8,1,7415,1004,1811
2018-06-01,RD8,other,5171,53,0
2018-06-01,RM1,1,9223,2072,2781
2018-06-01,RM1,other,2567,57,0
2018-06-01,RGN,1,12283,1425,3459
2018-06-01,RGN,other,899,1,0
2018-06-01,RNS,1,8530,659,2616
2018-06-01,RNS,2,1100,7,0
2018-06-01,RNS,other,1213,0,0
2018-06-01,NMH01,other,5239,0,0
2018-06-01,NR3,other,4600,1,0
2018-06-01,RX1,1,12583,2881,3774
2018-06-01,RX1,2,1715,20,0
2018-06-01,RX1,other,2746,32,0
2018-06-01,NLO10,other,2164,8,0
2018-06-01,C82010,other,355,0,0
2018-06-01,NLO12,other,336,1,0
2018-06-01,Y02428,other,2207,0,0
2018-06-01,RXK,1,13812,3391,3120
2018-06-01,RXK,2,1298,27,27
2018-06-01,RXK,other,3148,0,0
2018-06-01,RK5,1,8750,318,2589
2018-06-01,RK5,other,4446,50,16
2018-06-01,RXW,1,9459,2909,2364
2018-06-01,RXW,other,2003,14,155
2018-06-01,R1D,other,2728,6,0
2018-06-01,C83023,other,598,0,0
2018-06-01,Y02615,other,5600,0,0
2018-06-01,RJC,1,6017,272,1791
2018-06-01,RJC,other,844,0,0
2018-06-01,RAJ,1,7366,446,2099
2018-06-01,RAJ,other,1322,3,239
2018-06-01,Y02961,other,2778,0,0
2018-06-01,RNA,1,8944,1908,2161
2018-06-01,RNA,other,5731,10,0
2018-06-01,RQW,1,8882,1960,2131
2018-06-01,RCX,1,5707,461,2123
2018-06-01,RL4,1,11548,1669,2646
2018-06-01,RL4,other,8278,58,0
2018-06-01,RWD,1,12683,3491,3551
2018-06-01,RWD,other,1185,0,0
2018-06-01,RRK,1,10035,1488,3942
