period,org_code,type,attendances,breaches,admissions
2017-01-01,RF4,1,20430,5247,4519
2017-01-01,RF4,2,632,7,0
2017-01-01,RF4,other,3227,19,0
2017-01-01,R1H,1,28420,7426,6435
2017-01-01,R1H,2,598,34,0
2017-01-01,R1H,other,11699,168,0
2017-01-01,AD913,other,4260,0,0
2017-01-01,RYX,other,19019,217,0
2017-01-01,RQM,1,16920,3141,3339
2017-01-01,RQM,other,7349,73,0
2017-01-01,RJ6,1,6618,1438,2197
2017-01-01,RJ6,other,3472,71,0
2017-01-01,Y02696,other,1238,0,0
2017-01-01,NX122,other,2202,0,0
2017-01-01,RVR,1,11643,652,3264
2017-01-01,RVR,2,487,0,13
2017-01-01,RJ1,1,11677,1840,3149
2017-01-01,RJ1,2,701,0,0
2017-01-01,RJ1,other,2903,6,0
2017-01-01,Y03082,other,3892,0,0
2017-01-01,RQX,1,10039,710,1639
2017-01-01,RY9,other,4313,4,0
2017-01-01,RYJ,1,9744,3197,3139
2017-01-01,RYJ,2,3585,13,14
2017-01-01,RYJ,other,11007,123,0
2017-01-01,RJZ,1,16752,4887,4419
2017-01-01,RJZ,2,2045,1,0
2017-01-01,RJZ,other,4713,234,0
2017-01-01,RAX,1,8628,1652,1782
2017-01-01,RAX,2,879,0,0
2017-01-01,RJ2,1,17998,4454,4657
2017-01-01,RJ2,other,5481,164,0
2017-01-01,R1K,1,11961,5897,4587
2017-01-01,R1K,other,16918,199,0
2017-01-01,RP6,2,7764,101,28
2017-01-01,RAT,other,5180,124,0
2017-01-01,RAP,1,14751,3543,2498
2017-01-01,Y02973,other,838,0,0
2017-01-01,AF003,other,417,0,0
2017-01-01,AF002,other,560,0,0
2017-01-01,RAL,1,18559,3690,3556
2017-01-01,RAL,other,3151,1,0
2017-01-01,Y03047,other,2037,0,0
2017-01-01,RJ7,1,12656,1879,3871
2017-01-01,RJ7,other,1352,0,0
2017-01-01,F84747,other,2592,0,0
2017-01-01,RAS,1,5686,2776,1856
2017-01-01,RAS,other,8107,63,0
2017-01-01,Y03094,other,3106,0,0
2017-01-01,E84068,other,3732,0,0
2017-01-01,RKE,1,8255,1414,1268
2017-01-01,RRV,1,11130,1517,2030
2017-01-01,Y02147,other,10009,0,0
2017-01-01,Y03201,other,2670,0,0
2017-01-01,NL7,other,5358,0,0
2017-01-01,RDD,1,11165,1385,2361
2017-01-01,RC1,1,6024,555,1908
2017-01-01,M85813,other,3352,0,0
2017-01-01,RQ3,1,5130,248,1072
2017-01-01,RJF,1,5150,1157,1914
2017-01-01,RJF,other,3995,0,3
2017-01-01,RGT,1,8801,2361,3100
2017-01-01,RGT,other,3008,1,25
2017-01-01,RFS,1,6644,1393,2059
2017-01-01,NQ108,other,2130,2,0
2017-01-01,RDE,1,6902,1627,2597
2017-01-01,RDE,other,4872,0,0
2017-01-01,Y03571,other,5939,134,0
2017-01-01,RTG,1,10806,2386,3700
2017-01-01,RTG,other,4302,8,41
2017-01-01,RY8,other,4521,0,0
2017-01-01,NNJ,other,2006,15,0
2017-01-01,RWH,1,8657,2148,3300
2017-01-01,RWH,other,4306,0,0
2017-01-01,NAX,other,274,0,0
2017-01-01,NQ106,other,513,0,0
2017-01-01,RLT,1,6258,1380,1138
2017-01-01,NTPAL,other,2134,0,0
2017-01-01,NEH06,other,1789,1,0
2017-01-01,RR1,1,18898,5019,5787
2017-01-01,RR1,other,3317,59,1393
2017-01-01,RY4,other,764,1,0
2017-01-01,RQQ,1,3571,884,802
2017-01-01,RGQ,1,6788,1073,2123
2017-01-01,RGQ,other,393,0,188
2017-01-01,RGP,1,5882,740,1281
2017-01-01,RGP,other,97,0,0
2017-01-01,RNQ,1,7088,2095,2378
2017-01-01,C82038,other,363,0,0
2017-01-01,RY5,other,12907,127,19
2017-01-01,NJS05,other,3504,67,0
2017-01-01,RC9,1,8331,183,2711
2017-01-01,RC9,other,3644,0,0
2017-01-01,C82009,other,327,0,0
2017-01-01,NLO11,other,561,1,0
2017-01-01,NLO09,other,588,5,0
2017-01-01,RQ8,1,7343,1748,2374
2017-01-01,RQ8,other,475,33,0
2017-01-01,RD8,1,7028,1621,1307
2017-01-01,RD8,other,4716,1,0
2017-01-01,Y02652,other,4164,0,0
2017-01-01,RM1,1,8944,2311,2275
2017-01-01,RM1,other,799,0,0
2017-01-01,RGN,1,7547,2278,2211
2017-01-01,RGN,other,637,0,0
2017-01-01,RNS,1,8353,1712,2380
2017-01-01,RNS,2,864,2,0
2017-01-01,NMH01,other,5324,0,0
2017-01-01,NR3,other,4901,194,0
2017-01-01,RX1,1,14017,3472,4073
2017-01-01,RX1,2,1435,18,0
2017-01-01,RX1,other,172,3,0
2017-01-01,NLO10,other,3033,20,0
2017-01-01,C82010,other,282,0,0
2017-01-01,NLO12,other,237,1,0
2017-01-01,Y02428,other,2411,0,0
2017-01-01,RXK,1,13929,2932,3212
2017-01-01,RXK,2,1990,14,27
2017-01-01,RXK,other,2720,0,0
2017-01-01,RK5,1,8295,919,2788
2017-01-01,RK5,other,3907,18,5
2017-01-01,RXW,1,9289,2882,2360
2017-01-01,RXW,other,1727,0,0
2017-01-01,R1D,2,466,0,0
2017-01-01,R1D,other,1690,0,0
2017-01-01,Y02615,other,5655,0,0
2017-01-01,RJC,1,4949,379,1700
2017-01-01,RJC,other,570,0,0
2017-01-01,RAJ,1,7989,1484,2446
2017-01-01,Y02961,other,3966,0,0
2017-01-01,RNA,1,8593,1903,2460
2017-01-01,RNA,other,6882,0,0
2017-01-01,RQW,1,8076,3019,1525
2017-01-01,RCX,1,4996,684,2142
