period,org_code,type,attendances,breaches,admissions
2017-03-01,RRK,1,10032,1543,2818
2017-03-01,RKB,1,11986,3213,4077
2017-03-01,RKB,2,2081,47,95
2017-03-01,RKB,other,2187,2,1
2017-03-01,RWE,1,12697,3227,3758
2017-03-01,RWE,2,1850,19,9
2017-03-01,RWE,other,6073,69,286
2017-03-01,RJE,1,15129,4019,4511
2017-03-01,RJE,2,429,0,0
2017-03-01,RJE,other,4774,91,0
2017-03-01,RBK,1,6360,1986,1936
2017-03-01,RBK,other,3809,1,0
2017-03-01,ATQ02,other,4019,0,0
2017-03-01,RWG,1,8042,2644,2701
2017-03-01,RWG,other,4023,3,0
2017-03-01,RGR,1,5887,419,2063
2017-03-01,RWP,1,9976,2711,3201
2017-03-01,RWP,other,5581,2,0
2017-03-01,RLQ,1,4618,915,1185
2017-03-01,RLQ,other,3060,0,0
2017-03-01,REM,1,7186,1449,2718
2017-03-01,REM,other,7197,0,0
2017-03-01,RCF,1,5480,379,1078
2017-03-01,RBS,1,5349,216,1130
2017-03-01,RFF,1,7146,537,2143
2017-03-01,RXL,1,7064,2208,2247
2017-03-01,RXL,other,9520,8,0
2017-03-01,RMC,1,8492,1563,2242
2017-03-01,RMC,other,1072,1,7
2017-03-01,RAE,1,11362,864,3045
2017-03-01,NNF09,other,1635,2,0
2017-03-01,RY2,other,8073,230,0
2017-03-01,RWY,1,12967,337,2628
2017-03-01,RW3,1,13272,2106,3890
2017-03-01,RW3,2,3620,18,161
2017-03-01,RW3,other,10219,28,148
2017-03-01,RLN,1,7844,795,2650
2017-03-01,RLN,2,2497,8,24
2017-03-01,RLN,other,2729,2,0
2017-03-01,RJR,1,6019,922,1541
2017-03-01,RJR,other,598,5,0
2017-03-01,RXP,1,10733,752,3387
2017-03-01,RXP,other,10497,0,0
2017-03-01,RNN,other,1781,50,0
2017-03-01,RP5,1,11271,1035,3315
2017-03-01,RP5,other,2715,0,388
2017-03-01,RJN,1,3998,704,958
2017-03-01,RJN,other,262,0,0
2017-03-01,RXR,1,8923,2562,3054
2017-03-01,RXR,other,7884,401,70
2017-03-01,NNF28,other,88,0,0
2017-03-01,RR7,1,7781,409,1670
2017-03-01,RR7,other,2448,3,0
2017-03-01,RCD,1,3975,135,988
2017-03-01,RCD,other,895,0,0
2017-03-01,RWA,1,11425,690,3329
2017-03-01,RWA,other,1402,2,0
2017-03-01,RV9,other,1621,0,0
2017-03-01,RXN,1,5770,1793,1721
2017-03-01,RXN,other,6424,208,326
2017-03-01,Y01231,other,2559,0,0
2017-03-01,RR8,1,18152,1844,5213
2017-03-01,RR8,other,2100,0,0
2017-03-01,Y02875,other,4280,0,0
2017-03-01,RY1,other,2541,0,0
2017-03-01,REP,2,1139,15,111
2017-03-01,Y01069,other,3222,0,0
2017-03-01,RBT,1,5708,205,1840
2017-03-01,RBT,other,1649,0,0
2017-03-01,RXF,1,20398,1515,5047
2017-03-01,RNL,1,7821,1185,2055
2017-03-01,RVW,1,5840,254,1650
2017-03-01,RVW,other,1744,2,4
2017-03-01,RTV,other,2011,0,0
2017-03-01,NLO01,other,6745,192,0
2017-03-01,RJL,1,11630,2006,2565
2017-03-01,RJL,other,1497,1,3
2017-03-01,RTF,1,8260,671,3975
2017-03-01,RTF,other,8306,54,31
2017-03-01,RW6,1,22930,4997,5328
2017-03-01,RW6,other,4301,96,107
2017-03-01,RT2,other,3463,0,0
2017-03-01,AC008,other,1042,0,0
2017-03-01,RQ6,1,7715,2040,2344
2017-03-01,RQ6,2,1761,28,44
2017-03-01,RQ6,other,10500,0,0
2017-03-01,RM3,1,8898,1355,2637
2017-03-01,AXT02,other,3173,0,0
2017-03-01,RCU,1,5440,227,726
2017-03-01,RHQ,1,9335,2094,2861
2017-03-01,RHQ,2,1364,0,3
2017-03-01,RHQ,other,6906,40,4
2017-03-01,RTR,1,10362,558,1919
2017-03-01,RTR,other,5164,0,16
2017-03-01,RE9,1,5071,99,1228
2017-03-01,RE9,other,669,1,0
2017-03-01,RVY,1,6542,1384,1905
2017-03-01,RVY,other,5161,6,0
2017-03-01,RBN,1,8808,1757,3497
2017-03-01,RBN,other,5611,54,0
2017-03-01,RWJ,1,8174,1652,2699
2017-03-01,RMP,1,7390,869,1708
2017-03-01,RTD,1,10697,1131,2116
2017-03-01,RTD,2,1997,40,15
2017-03-01,RTD,other,4685,0,4
2017-03-01,RFR,1,6515,1054,1671
2017-03-01,RFR,other,4146,0,0
2017-03-01,RM2,1,8420,685,2478
2017-03-01,RTX,1,7121,1411,2019
2017-03-01,RTX,other,1823,75,78
2017-03-01,RWW,1,6890,953,2632
2017-03-01,RWW,other,3827,39,0
2017-03-01,RY7,other,4696,29,0
2017-03-01,RBL,1,8068,1965,2546
2017-03-01,RBL,other,2629,40,0
2017-03-01,AJN,other,452,0,0
2017-03-01,RRF,1,7741,936,1972
2017-03-01,RCB,1,9036,1664,3543
2017-03-01,RCB,other,6659,16,0
2017-03-01,RTK,1,8355,1383,1982
2017-03-01,RTK,other,1581,0,0
2017-03-01,Y02688,other,3368,3,0
2017-03-01,NQT10,other,3175,95,0
2017-03-01,RWX,other,5523,0,0
2017-03-01,Y04538,other,3280,1,0
2017-03-01,RXH,1,12686,2158,3561
2017-03-01,RXH,2,1177,1,25
2017-03-01,NLW,other,4636,1,0
2017-03-01,RXQ,1,7101,873,2891
2017-03-01,RXQ,2,1318,0,542
2017-03-01,RXQ,other,3611,15,0
2017-03-01,Y00058,other,2315,12,0
2017-03-01,NLT02,other,1194,0,0
2017-03-01,RJ8,other,8522,15,1
2017-03-01,RN7,1,8866,904,2514
2017-03-01,RN7,other,1823,1,0
2017-03-01,RBD,1,3607,69,1310
2017-03-01,RBD,other,4019,2,0
2017-03-01,RVV,1,12737,3548,3336
2017-03-01,RVV,other,5216,13,466
2017-03-01,RXC,1,9442,1822,2801
2017-03-01,DD401,other,782,0,0
2017-03-01,RDU,1,20403,1745,6054
2017-03-01,R1J,other,5799,22,0
2017-03-01,RTE,1,11503,2555,3464
2017-03-01,RN3,1,6515,1826,2065
2017-03-01,RN3,other,5725,89,0
2017-03-01,RN5,1,9087,410,2428
2017-03-01,RN5,other,1206,0,0
2017-03-01,NDA57,other,751,1,0
2017-03-01,R1F,1,3477,788,744
2017-03-01,R1F,other,1523,0,0
2017-03-01,RYY,other,6501,3,0
2017-03-01,NR5,other,3682,1,0
2017-03-01,RWF,1,11963,1448,3677
2017-03-01,RWF,other,1996,7,0
2017-03-01,RPA,1,10452,2351,2263
2017-03-01,RVJ,1,7222,844,2324
2017-03-01,RBZ,1,3521,661,1117
2017-03-01,RBZ,other,3911,0,0
2017-03-01,L83087,other,179,0,0
2017-03-01,RNU,other,2955,106,0
2017-03-01,RTH,1,11198,1676,3100
2017-03-01,RTH,2,1797,0,61
2017-03-01,NLX02,other,711,0,0
2017-03-01,RK9,1,8345,1284,3008
2017-03-01,RK9,2,250,0,0
2017-03-01,RD3,1,5584,361,1692
2017-03-01,RD3,other,1363,0,0
2017-03-01,RHU,1,9418,2688,2921
2017-03-01,RHU,2,897,3,0
2017-03-01,RHU,other,2036,18,0
2017-03-01,RPC,other,910,1,31
2017-03-01,RHW,1,9380,594,3063
2017-03-01,RHW,2,1495,5,5
2017-03-01,REF,1,6059,1664,2489
2017-03-01,REF,other,1521,25,26
2017-03-01,RH8,1,8240,614,1849
2017-03-01,RH8,other,712,0,0
2017-03-01,RA2,1,5854,205,2017
2017-03-01,RD1,1,6218,1379,2103
2017-03-01,RD1,other,941,12,128
2017-03-01,RNZ,1,3807,303,1062
2017-03-01,RNZ,2,325,0,0
2017-03-01,Y02666,other,1357,0,0
2017-03-01,RH5,other,7026,40,0
2017-03-01,RYF,other,1293,0,0
2017-03-01,NTP11,other,3970,2,0
2017-03-01,RW1,other,2296,19,9
2017-03-01,NTPAD,other,4816,16,0
2017-03-01,RTP,1,8344,412,2264
2017-03-01,RDR,other,8981,388,0
2017-03-01,RBA,1,5394,311,1773
2017-03-01,AAH,other,203,0,0
2017-03-01,RDZ,1,6326,428,1876
2017-03-01,RDZ,2,1517,0,3
2017-03-01,RA9,1,5933,503,2530
2017-03-01,RA9,other,2804,0,0
2017-03-01,RHM,1,8622,1012,3456
2017-03-01,RHM,2,1564,35,11
2017-03-01,RA7,1,9307,1869,2918
2017-03-01,RA7,2,1947,16,12
2017-03-01,RYR,1,11417,515,3199
2017-03-01,RYR,other,965,4,0
2017-03-01,RA3,1,4350,972,1007
2017-03-01,NDA56,other,2686,21,0
2017-03-01,G82071,other,2311,0,0
2017-03-01,NDA55,other,3167,13,0
2017-03-01,NLX24,other,1509,12,0
2017-03-01,RA4,1,3963,62,1404
