period,org_code,type,attendances,breaches,admissions
2016-09-01,RWW,other,3582,8,0
2016-09-01,RY7,other,4993,8,0
2016-09-01,RBL,1,7832,1108,2334
2016-09-01,RBL,other,2202,3,0
2016-09-01,AJN,other,1762,0,0
2016-09-01,RRF,1,7256,584,1809
2016-09-01,RCB,1,9121,1451,3272
2016-09-01,RCB,other,7250,35,0
2016-09-01,RTK,1,8165,940,1957
2016-09-01,RTK,other,1406,0,0
2016-09-01,Y02688,other,3034,0,0
2016-09-01,NQT10,other,3166,0,0
2016-09-01,RWX,other,5578,0,0
2016-09-01,RXH,1,12501,2216,3261
2016-09-01,RXH,2,1135,0,19
2016-09-01,NLW,other,5073,79,0
2016-09-01,RXQ,1,6932,932,2867
2016-09-01,RXQ,2,1284,0,482
2016-09-01,RXQ,other,3675,26,0
2016-09-01,Y00058,other,2576,6,0
2016-09-01,NLT02,other,1291,0,0
2016-09-01,RJ8,other,9635,13,2
2016-09-01,RN7,1,8390,768,2301
2016-09-01,RN7,other,1793,2,0
2016-09-01,RBD,1,3686,260,1275
2016-09-01,RDY,other,5883,11,0
2016-09-01,RVV,1,12873,2811,3150
2016-09-01,RVV,other,5033,17,1161
2016-09-01,RXC,1,9470,1846,2435
2016-09-01,RDU,1,19981,829,6141
2016-09-01,R1J,other,6129,26,2
2016-09-01,RTE,1,11303,1250,3457
2016-09-01,RN3,1,6865,1245,2203
2016-09-01,RN3,other,5360,38,0
2016-09-01,RN5,1,9023,1026,2206
2016-09-01,RN5,other,1294,0,0
2016-09-01,NDA57,other,739,6,0
2016-09-01,R1F,1,3634,743,800
2016-09-01,R1F,other,1612,0,0
2016-09-01,RYY,other,10978,3,0
2016-09-01,NR5,other,3961,0,0
2016-09-01,RWF,1,11939,1499,3355
2016-09-01,RWF,other,2165,0,0
2016-09-01,RPA,1,9699,1830,2028
2016-09-01,RVJ,1,7329,1194,2598
2016-09-01,RBZ,1,3705,417,1138
2016-09-01,RBZ,other,5943,0,0
2016-09-01,L83087,other,180,0,0
2016-09-01,RNU,other,3354,80,0
2016-09-01,RTH,1,10914,2169,3188
2016-09-01,RTH,2,1696,0,65
2016-09-01,NLX02,other,637,0,0
2016-09-01,RK9,1,8166,1321,2710
2016-09-01,RK9,2,287,1,0
2016-09-01,RD3,1,5527,500,1666
2016-09-01,RHU,1,9274,2382,3013
2016-09-01,RHU,2,855,1,0
2016-09-01,RHU,other,1954,2,6
2016-09-01,RPC,other,961,13,33
2016-09-01,RHW,1,9120,1007,3296
2016-09-01,RHW,2,1339,14,6
2016-09-01,REF,1,5984,1436,2527
2016-09-01,REF,other,1687,17,12
2016-09-01,RH8,1,8358,950,1803
2016-09-01,RA2,1,5956,1043,2030
2016-09-01,RD1,1,6069,821,1982
2016-09-01,RD1,other,910,11,96
2016-09-01,RNZ,1,4008,311,1029
2016-09-01,RNZ,2,326,0,0
2016-09-01,Y02666,other,1314,0,0
2016-09-01,RH5,other,7706,47,0
2016-09-01,NTP11,other,4409,7,0
2016-09-01,RW1,other,2514,22,4
2016-09-01,NTPAD,other,4792,6,0
2016-09-01,RTP,1,7950,283,2349
2016-09-01,RDR,other,9245,192,0
2016-09-01,RBA,1,5589,670,1739
2016-09-01,AAH,other,244,0,0
2016-09-01,RDZ,1,6352,427,1767
2016-09-01,RDZ,2,1564,0,8
2016-09-01,RA9,1,6142,698,2479
2016-09-01,RA9,other,3297,0,1
2016-09-01,RHM,1,8147,563,3043
2016-09-01,RHM,2,1590,7,11
2016-09-01,RA7,1,8753,1334,2712
2016-09-01,RA7,2,1889,14,15
2016-09-01,RYR,1,11753,523,3238
2016-09-01,RYR,other,965,3,0
2016-09-01,RA3,1,4617,957,975
2016-09-01,NDA56,other,2706,23,0
2016-09-01,G82071,other,2254,0,0
2016-09-01,NDA55,other,3143,2,0
2016-09-01,NLX24,other,1582,17,0
2016-09-01,RA4,1,3767,236,871
