period,org_code,type,attendances,breaches,admissions
2016-07-01,RF4,1,20878,3623,4091
2016-07-01,RF4,2,735,28,0
2016-07-01,RF4,other,2858,14,0
2016-07-01,R1H,1,29016,4273,6576
2016-07-01,R1H,2,667,1,0
2016-07-01,R1H,other,9808,119,0
2016-07-01,AD913,other,4578,2,0
2016-07-01,RYX,other,19122,13,0
2016-07-01,RQM,1,16761,1178,3321
2016-07-01,RQM,other,7362,28,0
2016-07-01,RJ6,1,6008,531,1967
2016-07-01,RJ6,other,4442,74,0
2016-07-01,Y02696,other,1029,0,0
2016-07-01,NX122,other,2738,0,0
2016-07-01,RVR,1,13188,809,3370
2016-07-01,RVR,2,456,6,7
2016-07-01,RJ1,1,12777,1517,3057
2016-07-01,RJ1,2,751,0,0
2016-07-01,RJ1,other,3015,0,0
2016-07-01,Y03082,other,3690,0,0
2016-07-01,RQX,1,10751,490,1641
2016-07-01,RY9,other,4805,3,0
2016-07-01,RYJ,1,9693,1925,3317
2016-07-01,RYJ,2,4007,50,5
2016-07-01,RYJ,other,11077,88,0
2016-07-01,RJZ,1,17404,3805,4486
2016-07-01,RJZ,2,2081,2,0
2016-07-01,RJZ,other,5513,314,0
2016-07-01,RAX,1,8832,612,1637
2016-07-01,RAX,2,992,2,0
2016-07-01,RJ2,1,17635,3245,4459
2016-07-01,RJ2,other,5796,254,0
2016-07-01,R1K,1,11477,2544,5374
2016-07-01,R1K,other,17557,100,0
2016-07-01,RP6,2,8822,88,29
2016-07-01,RAT,other,5038,46,0
2016-07-01,RAP,1,13445,1470,2356
2016-07-01,Y02973,other,852,0,0
2016-07-01,Y02585,other,880,1,0
2016-07-01,AF003,other,568,0,0
2016-07-01,AF002,other,750,0,0
2016-07-01,RAL,1,19112,1961,4008
2016-07-01,RAL,other,3517,0,0
2016-07-01,Y03047,other,1849,0,0
2016-07-01,RJ7,1,13302,829,3712
2016-07-01,RJ7,other,1450,0,0
2016-07-01,F84747,other,2305,0,0
2016-07-01,RAS,1,5359,1872,1707
2016-07-01,RAS,other,8633,64,0
2016-07-01,Y03094,other,3294,0,0
2016-07-01,Y02987,other,1019,0,0
2016-07-01,E84068,other,3360,0,0
2016-07-01,RKE,1,8277,998,1392
2016-07-01,RRV,1,12121,1227,2044
2016-07-01,Y02147,other,9933,0,0
2016-07-01,Y03201,other,2508,0,0
2016-07-01,NL7,other,5174,0,0
2016-07-01,RDD,1,11719,1832,2184
2016-07-01,RC1,1,6446,672,1833
2016-07-01,RYW,2,431,0,0
2016-07-01,M85813,other,3156,0,0
2016-07-01,RQ3,1,4832,257,902
2016-07-01,RJF,1,5756,873,1598
2016-07-01,RJF,other,5064,1,0
2016-07-01,RGT,1,10081,2288,3123
2016-07-01,RGT,other,3253,12,0
2016-07-01,RFS,1,7301,881,1948
2016-07-01,NQ108,other,3149,4,0
2016-07-01,RDE,1,7660,924,2441
2016-07-01,Y03571,other,6224,9,0
2016-07-01,Y02613,other,4059,0,0
2016-07-01,RTG,1,12240,2251,3537
2016-07-01,RTG,other,3808,0,0
2016-07-01,RY8,other,5471,3,0
2016-07-01,NNJ,other,1917,0,0
2016-07-01,RWH,1,9286,2231,3211
2016-07-01,RWH,other,4833,2,0
2016-07-01,NAX,other,727,0,0
2016-07-01,NQ106,other,793,9,0
2016-07-01,RLT,1,6820,740,1137
2016-07-01,NTPAL,other,2099,0,0
2016-07-01,Y02662,other,1355,0,0
2016-07-01,NEH06,other,2123,0,0
2016-07-01,RR1,1,19568,2461,5841
2016-07-01,RR1,other,3916,23,1188
2016-07-01,RY4,other,924,0,0
2016-07-01,RQQ,1,4274,811,865
2016-07-01,RGQ,1,7986,679,2095
2016-07-01,RGQ,other,491,0,162
2016-07-01,RGP,1,7062,650,1191
2016-07-01,RNQ,1,7788,1086,2581
2016-07-01,C82038,other,372,0,0
2016-07-01,RY5,other,14943,212,45
2016-07-01,NJS05,other,3932,53,0
2016-07-01,RC9,1,8984,111,2420
2016-07-01,RC9,other,3657,0,0
2016-07-01,C82009,other,400,0,0
