period,org_code,type,attendances,breaches,admissions
2018-09-01,RF4,1,16309,4165,4804
2018-09-01,RF4,2,755,2,0
2018-09-01,RF4,other,7604,39,0
2018-09-01,R1H,1,25934,5160,8219
2018-09-01,R1H,2,800,3,0
2018-09-01,R1H,other,13847,67,0
2018-09-01,AD913,other,4572,0,0
2018-09-01,E84069,other,1839,0,0
2018-09-01,RYX,other,17988,134,0
2018-09-01,RQM,1,17777,1255,4006
2018-09-01,RQM,other,7820,52,0
2018-09-01,RJ6,1,6434,1924,2160
2018-09-01,RJ6,other,9983,204,0
2018-09-01,Y02696,other,1144,0,0
2018-09-01,RVR,1,12403,764,3221
2018-09-01,RVR,2,427,1,12
2018-09-01,RVR,other,1986,0,0
2018-09-01,RJ1,1,13090,2402,3353
2018-09-01,RJ1,2,791,0,0
2018-09-01,RJ1,other,3279,1,0
2018-09-01,Y03082,other,3503,236,0
2018-09-01,RQX,1,10120,478,1650
2018-09-01,RY9,other,4051,0,0
2018-09-01,RYJ,1,9426,2469,3262
2018-09-01,RYJ,2,4043,3,18
2018-09-01,RYJ,other,9657,73,0
2018-09-01,RJZ,1,15758,4992,4384
2018-09-01,RJZ,other,6852,369,0
2018-09-01,Y02973,other,776,0,0
2018-09-01,RAX,1,9158,1183,2242
2018-09-01,RAX,2,1080,8,0
2018-09-01,RJ2,1,12446,2776,4291
2018-09-01,RJ2,other,11432,221,0
2018-09-01,R1K,1,11594,2209,5883
2018-09-01,R1K,other,16458,305,0
2018-09-01,RP6,2,8016,46,7
2018-09-01,RAT,other,4923,32,0
2018-09-01,RAP,1,7828,1895,2574
2018-09-01,RAP,2,391,0,0
2018-09-01,RAP,other,5993,85,0
2018-09-01,RAL,1,19076,2983,4137
2018-09-01,RAL,other,3457,0,0
2018-09-01,RJ7,1,13023,1398,4024
2018-09-01,RJ7,other,1340,1,0
2018-09-01,RAS,1,5333,1831,2079
2018-09-01,RAS,other,7892,44,0
2018-09-01,Y03094,other,3410,0,0
2018-09-01,Y03218,other,3203,0,0
2018-09-01,E84068,other,2022,0,0
2018-09-01,Y02692,other,3102,0,0
2018-09-01,RRV,1,11241,1891,1773
2018-09-01,Y02147,other,9459,218,0
2018-09-01,RKE,1,8897,930,1385
2018-09-01,NL7,other,5349,0,0
2018-09-01,8J094,other,2685,0,0
2018-09-01,RDD,1,12338,399,3247
2018-09-01,RC1,1,6303,569,1827
2018-09-01,RC1,other,110,0,0
2018-09-01,M85813,other,3143,0,0
2018-09-01,RQ3,1,4569,372,1166
2018-09-01,RGT,1,9638,1850,3257
2018-09-01,RGT,other,3257,6,26
2018-09-01,RFS,1,5867,646,2117
2018-09-01,RFS,other,1503,0,0
