period,org_code,type,attendances,breaches,admissions
2018-02-01,NMH01,other,4854,0,0
2018-02-01,NR3,other,4068,179,0
2018-02-01,RX1,1,11172,4396,3614
2018-02-01,RX1,2,1520,22,0
2018-02-01,RX1,other,2665,78,0
2018-02-01,NLO10,other,2050,44,0
2018-02-01,C82010,other,221,0,0
2018-02-01,NLO12,other,215,0,0
2018-02-01,Y02428,other,2842,0,0
2018-02-01,RXK,1,12705,3357,3027
2018-02-01,RXK,2,1057,23,30
2018-02-01,RXK,other,2976,0,0
2018-02-01,RK5,1,7422,1216,2367
2018-02-01,RK5,other,3957,39,7
2018-02-01,RXW,1,7910,3051,2078
2018-02-01,RXW,other,1554,15,33
2018-02-01,R1D,other,1705,0,0
2018-02-01,C83023,other,676,0,0
2018-02-01,Y02615,other,5851,0,0
2018-02-01,RJC,1,5121,991,1677
2018-02-01,RJC,other,630,0,0
2018-02-01,RAJ,1,6442,1136,2482
2018-02-01,RAJ,other,1027,49,0
2018-02-01,Y02961,other,3121,0,0
2018-02-01,RNA,1,7805,2498,1962
2018-02-01,RNA,other,5211,27,0
2018-02-01,RQW,1,7584,2801,1471
2018-02-01,RCX,1,4774,1472,2076
2018-02-01,RL4,1,10018,2396,2290
2018-02-01,RL4,other,8527,151,0
2018-02-01,RWD,1,10766,3577,3358
2018-02-01,RWD,other,869,0,0
2018-02-01,RRK,1,9322,2048,3922
2018-02-01,RKB,1,11114,3874,3892
2018-02-01,RKB,2,1663,16,87
2018-02-01,RKB,other,5607,139,2
2018-02-01,RWE,1,16531,5165,4106
2018-02-01,RWE,2,1628,14,5
2018-02-01,RJE,1,12676,4669,4258
2018-02-01,RJE,2,382,0,0
2018-02-01,RJE,other,5910,123,0
2018-02-01,RBK,1,5986,2101,1989
2018-02-01,RBK,other,3147,13,0
2018-02-01,ATQ02,other,3164,0,0
2018-02-01,RWG,1,7187,2850,2566
2018-02-01,RWG,other,3081,11,0
2018-02-01,RGR,1,5158,839,2146
2018-02-01,RGR,other,481,0,0
2018-02-01,RWP,1,9160,3817,2801
2018-02-01,RWP,other,4524,1,0
2018-02-01,RLQ,1,4338,1387,1222
2018-02-01,RLQ,other,216,0,0
2018-02-01,REM,1,6469,2091,2881
2018-02-01,REM,other,6532,2,0
2018-02-01,RCF,1,4751,411,1078
2018-02-01,RBS,1,4574,338,961
2018-02-01,NNF70,other,327,0,0
2018-02-01,RFF,1,6797,685,2039
2018-02-01,RXL,1,5307,2582,2196
2018-02-01,RXL,other,10249,12,0
2018-02-01,RMC,1,7672,1729,2010
2018-02-01,RMC,other,795,2,24
2018-02-01,RAE,1,9011,2282,3215
2018-02-01,RAE,other,1116,16,82
2018-02-01,NNF09,other,2034,12,0
2018-02-01,RY2,other,10798,229,0
2018-02-01,RWY,1,11191,1403,2795
2018-02-01,RLN,1,7334,1721,2646
2018-02-01,RLN,2,1914,12,30
2018-02-01,RLN,other,2558,17,0
2018-02-01,RJR,1,5476,1489,1962
2018-02-01,RJR,other,606,6,0
2018-02-01,RXP,1,9747,2120,3320
2018-02-01,RXP,other,5383,0,0
2018-02-01,RP5,1,9948,1407,3093
2018-02-01,RP5,other,2633,0,583
2018-02-01,RJN,1,3630,1119,910
2018-02-01,RJN,other,125,0,0
2018-02-01,RXR,1,7774,2591,2933
2018-02-01,RXR,other,8244,386,24
2018-02-01,NNF94,other,254,0,0
2018-02-01,RR7,1,6602,689,1517
2018-02-01,RR7,other,2130,2,0
2018-02-01,RCD,1,3705,268,932
2018-02-01,RCD,other,625,0,0
2018-02-01,NNF99,other,173,1,0
2018-02-01,RWA,1,10158,2434,2967
2018-02-01,RWA,other,783,1,0
2018-02-01,RV9,other,496,1,0
2018-02-01,RXN,1,5201,2120,1809
2018-02-01,RXN,other,5976,299,426
2018-02-01,Y01231,other,2269,0,0
2018-02-01,RR8,1,14899,5122,4314
2018-02-01,RR8,other,3163,0,0
2018-02-01,RY1,other,2555,0,0
2018-02-01,REP,2,1105,12,107
2018-02-01,Y01069,other,3274,0,0
2018-02-01,R0A,1,18881,4021,5983
2018-02-01,R0A,2,2926,55,152
2018-02-01,R0A,other,8713,35,138
2018-02-01,RBT,1,4954,1451,1828
2018-02-01,RBT,other,1700,17,0
2018-02-01,RXF,1,18110,2345,3813
2018-02-01,Y02532,other,1528,0,0
2018-02-01,Y03645,other,352,0,0
2018-02-01,RNL,1,6635,948,1978
2018-02-01,RNL,other,1161,14,0
2018-02-01,RVW,1,3342,271,1329
2018-02-01,RVW,other,8710,15,626
2018-02-01,RTV,other,1838,1,0
2018-02-01,NLO01,other,4117,117,0
2018-02-01,RJL,1,9976,1832,2656
2018-02-01,RJL,other,1078,1,0
2018-02-01,RTF,1,7481,1577,4054
2018-02-01,RTF,other,6999,29,42
2018-02-01,Y02572,other,767,0,0
2018-02-01,Y02533,other,267,0,0
2018-02-01,RW6,1,19679,5121,5705
2018-02-01,RW6,other,9026,140,122
2018-02-01,RT2,other,3144,1,0
2018-02-01,AC008,other,850,0,0
2018-02-01,RQ6,1,7023,2383,2122
2018-02-01,RQ6,2,1578,20,41
2018-02-01,RQ6,other,8564,0,0
2018-02-01,RM3,1,7433,1946,2480
2018-02-01,RM3,other,554,0,0
2018-02-01,AXT02,other,3731,0,0
2018-02-01,RCU,1,4566,209,652
2018-02-01,RCU,other,48,0,0
2018-02-01,RHQ,1,8396,3566,2831
2018-02-01,RHQ,2,991,0,0
2018-02-01,RHQ,other,7449,0,0
2018-02-01,NQT5F,other,2027,6,0
2018-02-01,RTR,1,9261,612,2126
2018-02-01,RTR,other,1607,0,10
2018-02-01,RE9,1,4870,362,1086
2018-02-01,RE9,other,352,3,0
2018-02-01,RVY,1,5816,1657,1623
2018-02-01,RVY,other,3114,50,0
2018-02-01,RBN,1,8406,2219,3656
2018-02-01,RBN,other,2136,6,0
2018-02-01,RWJ,1,6400,1872,2338
2018-02-01,RWJ,other,750,0,0
2018-02-01,RMP,1,6580,1801,1578
2018-02-01,RMP,other,4707,12,0
2018-02-01,RTD,1,8991,1276,1933
2018-02-01,RTD,2,1652,60,13
2018-02-01,RTD,other,5516,8,8
2018-02-01,RFR,1,7207,890,1473
2018-02-01,NNF76,other,3218,0,0
2018-02-01,RTX,1,6531,1404,1908
2018-02-01,RTX,2,118,0,0
2018-02-01,RTX,other,1540,31,83
2018-02-01,RWW,1,5745,1598,1942
2018-02-01,RWW,other,2509,8,0
2018-02-01,RY7,other,3565,14,0
2018-02-01,RBL,1,6994,2064,2271
2018-02-01,RBL,other,2582,11,0
2018-02-01,NNF18,other,126,1,0
2018-02-01,AJN,other,357,0,0
2018-02-01,RRF,1,6073,1700,2183
2018-02-01,RRF,other,610,0,0
2018-02-01,RCB,1,8211,2459,3586
2018-02-01,RCB,other,5508,40,0
2018-02-01,RTK,1,7590,1806,1976
2018-02-01,RTK,other,359,7,14
2018-02-01,NTV0B,other,3465,3,0
2018-02-01,NQT10,other,3734,58,0
2018-02-01,RWX,other,1527,0,0
2018-02-01,Y04538,other,2934,0,0
2018-02-01,RXH,1,11328,2518,3057
2018-02-01,RXH,2,929,17,27
2018-02-01,Y02676,other,1699,6,0
2018-02-01,NLW,other,4400,14,0
2018-02-01,RXQ,1,5781,1513,2810
2018-02-01,RXQ,2,1181,0,454
2018-02-01,RXQ,other,4184,59,0
2018-02-01,NLT02,other,805,0,0
2018-02-01,RN7,1,7995,1623,2436
2018-02-01,RN7,other,1490,1,0
2018-02-01,RBD,1,3195,216,1214
2018-02-01,RBD,other,3250,1,0
2018-02-01,Y00751,other,3818,4,0
2018-02-01,RVV,1,12050,4011,3984
2018-02-01,RVV,other,3285,12,311
2018-02-01,RXC,1,8321,1139,2772
2018-02-01,RXC,other,333,0,0
2018-02-01,Y02816,other,1314,0,0
2018-02-01,DD401,other,848,0,0
2018-02-01,RDU,1,17941,2690,5666
2018-02-01,R1J,other,4908,22,0
2018-02-01,RTE,1,11015,1271,3776
2018-02-01,RN3,1,5708,1295,2018
2018-02-01,RN3,other,6956,112,0
2018-02-01,RN5,1,8375,1814,2265
2018-02-01,RN5,other,896,19,0
2018-02-01,NDA57,other,678,4,0
2018-02-01,Y03051,other,1464,0,0
2018-02-01,R1F,1,3368,461,839
2018-02-01,R1F,other,245,0,0
2018-02-01,RYY,other,5151,15,0
2018-02-01,RWF,1,10670,1265,3505
2018-02-01,RWF,other,1819,0,0
2018-02-01,RPA,1,6830,1992,2144
2018-02-01,RPA,other,2292,0,0
2018-02-01,RVJ,1,6656,2166,2301
2018-02-01,RBZ,1,3180,866,953
2018-02-01,RBZ,other,3506,0,0
2018-02-01,L83087,other,92,0,0
2018-02-01,RNU,other,2164,48,0
2018-02-01,RTH,1,10195,2286,2738
2018-02-01,RTH,2,1569,0,70
2018-02-01,RTH,other,326,3,9
2018-02-01,NQT5H,other,668,1,0
2018-02-01,RK9,1,7371,2542,2812
2018-02-01,RK9,2,186,0,0
2018-02-01,RK9,other,3438,28,0
2018-02-01,RD3,1,4667,936,1494
2018-02-01,RD3,other,1416,0,0
2018-02-01,RHU,1,7928,2903,2731
2018-02-01,RHU,2,668,3,0
2018-02-01,RHU,other,1692,10,5
2018-02-01,RPC,other,745,1,19
2018-02-01,RHW,1,8154,2166,2646
2018-02-01,RHW,2,1343,9,0
2018-02-01,RHW,other,937,0,0
2018-02-01,REF,1,5140,2232,2204
2018-02-01,REF,other,8638,31,36
2018-02-01,RH8,1,7595,987,1882
2018-02-01,RH8,other,817,0,0
2018-02-01,RA2,1,5241,295,2144
2018-02-01,RA2,other,252,0,0
2018-02-01,RD1,1,5485,1635,2319
2018-02-01,RD1,other,901,3,40
2018-02-01,RNZ,1,3499,387,1118
2018-02-01,RNZ,2,352,0,0
2018-02-01,Y02666,other,1352,0,0
2018-02-01,RH5,other,6065,16,0
2018-02-01,RYF,other,1107,6,0
2018-02-01,NTP11,other,3923,3,0
2018-02-01,RW1,other,592,0,4
2018-02-01,NTPAD,other,4372,20,0
2018-02-01,RTP,1,7197,984,2276
2018-02-01,RTP,other,722,0,0
2018-02-01,RDR,other,7993,53,4
2018-02-01,RBA,1,5150,652,1875
2018-02-01,AAH,other,174,0,0
2018-02-01,RDZ,1,5633,509,1891
2018-02-01,RDZ,2,1130,0,4
2018-02-01,RDZ,other,181,0,0
2018-02-01,RA9,1,5338,1450,2261
2018-02-01,RA9,other,2324,0,0
2018-02-01,RHM,1,7394,1771,2699
2018-02-01,RHM,2,1385,106,10
2018-02-01,RHM,other,1737,8,9
2018-02-01,RA7,1,8685,1648,2727
2018-02-01,RA7,2,1698,96,16
2018-02-01,Y02584,other,377,0,0
2018-02-01,RYR,1,10131,849,3160
2018-02-01,RA3,1,3364,813,941
2018-02-01,G82071,other,1772,0,0
2018-02-01,NTV0W,other,3340,3,0
2018-02-01,NLX24,other,1353,0,0
2018-02-01,RA4,1,3933,246,1311
