period,org_code,type,attendances,breaches,admissions
2017-11-01,RF4,1,21387,4921,5013
2017-11-01,RF4,2,800,2,0
2017-11-01,RF4,other,2921,46,0
2017-11-01,R1H,1,26990,4896,6991
2017-11-01,R1H,2,854,0,0
2017-11-01,R1H,other,13909,10,0
2017-11-01,AD913,other,4391,1,0
2017-11-01,RYX,other,18245,145,0
2017-11-01,RQM,1,17891,1197,3618
2017-11-01,RQM,other,8222,103,0
2017-11-01,RJ6,1,6617,1123,2336
2017-11-01,RJ6,other,9769,27,0
2017-11-01,Y02696,other,1014,0,0
2017-11-01,RVR,1,12425,861,3439
2017-11-01,RVR,2,469,0,10
2017-11-01,RVR,other,990,0,0
2017-11-01,RJ1,1,12476,1827,3305
2017-11-01,RJ1,2,724,0,0
2017-11-01,RJ1,other,2932,5,0
2017-11-01,Y03082,other,3976,0,0
2017-11-01,RQX,1,10354,426,1590
2017-11-01,RY9,other,4722,2,0
2017-11-01,RYJ,1,9710,2878,3260
2017-11-01,RYJ,2,3952,27,12
2017-11-01,RYJ,other,10257,96,0
2017-11-01,RJZ,1,17766,4449,3936
2017-11-01,RJZ,2,1717,4,0
2017-11-01,RJZ,other,5340,319,0
2017-11-01,RAX,1,9027,1056,2153
2017-11-01,RAX,2,1073,0,0
2017-11-01,RJ2,1,13247,2446,4479
2017-11-01,RJ2,other,11628,216,0
2017-11-01,R1K,1,11185,3911,5344
2017-11-01,R1K,other,17061,323,0
2017-11-01,RP6,2,7868,82,18
2017-11-01,RAT,other,5131,14,0
2017-11-01,RAP,1,14772,2655,2732
2017-11-01,Y02973,other,773,0,0
2017-11-01,RAL,1,18989,2695,4471
2017-11-01,RAL,other,3094,2,0
2017-11-01,Y03047,other,1744,0,0
2017-11-01,RJ7,1,13239,1862,3996
2017-11-01,RJ7,other,1275,0,0
2017-11-01,F84747,other,2552,0,0
2017-11-01,RAS,1,5725,2088,2038
2017-11-01,RAS,other,7913,55,0
2017-11-01,Y03094,other,3129,0,0
2017-11-01,E84068,other,3183,0,0
2017-11-01,RRV,1,11717,1701,1509
2017-11-01,Y02147,other,9450,0,0
2017-11-01,Y03201,other,2307,0,0
2017-11-01,RKE,1,8549,745,1486
2017-11-01,NL7,other,5725,0,0
2017-11-01,8J094,other,2838,0,0
2017-11-01,RDD,1,12303,1758,2714
2017-11-01,RC1,1,6179,700,1988
2017-11-01,RC1,other,193,0,0
2017-11-01,M85813,other,3491,0,0
2017-11-01,RQ3,1,5838,1232,1142
2017-11-01,RJF,1,5418,1061,1885
2017-11-01,RJF,other,4224,0,6
2017-11-01,RGT,1,10153,1657,3289
2017-11-01,RGT,other,3284,2,24
2017-11-01,RFS,1,6838,227,2092
2017-11-01,NQ108,other,2359,5,0
2017-11-01,RDE,1,7685,905,2428
2017-11-01,RDE,other,4411,0,0
2017-11-01,Y03571,other,6051,3,0
2017-11-01,RTG,1,10935,1798,3116
2017-11-01,RTG,other,4743,3,77
2017-11-01,RY8,other,4853,0,0
2017-11-01,NNJ,other,1661,7,0
2017-11-01,RWH,1,8889,2321,3042
2017-11-01,RWH,other,4055,42,0
2017-11-01,Y03007,other,2641,0,0
2017-11-01,NQ106,other,548,0,0
2017-11-01,RLT,1,6706,932,1184
2017-11-01,NEH06,other,1648,1,0
2017-11-01,RR1,1,19888,5052,6531
2017-11-01,RR1,other,3263,45,1212
2017-11-01,RY4,other,943,0,0
2017-11-01,RGQ,1,6942,604,1886
2017-11-01,RGQ,other,815,0,180
2017-11-01,RGP,1,5637,565,1364
2017-11-01,RGP,other,475,2,0
2017-11-01,RNQ,1,7122,1683,2567
2017-11-01,C82038,other,340,0,0
2017-11-01,RY5,other,11885,105,8
2017-11-01,NJS05,other,3991,117,0
2017-11-01,RC9,1,8942,194,2647
2017-11-01,RC9,other,2981,0,0
2017-11-01,C82009,other,316,0,0
2017-11-01,NLO11,other,544,1,0
2017-11-01,NLO09,other,506,0,0
2017-11-01,RQ8,1,8544,1449,2230
2017-11-01,RQ8,other,183,0,0
2017-11-01,RD8,1,7239,942,1711
2017-11-01,RD8,other,4691,73,0
2017-11-01,RM1,1,8465,2122,2795
2017-11-01,RM1,other,2407,79,0
2017-11-01,RGN,1,11450,2644,3311
2017-11-01,RGN,other,729,1,2
2017-11-01,RNS,1,8688,1644,2530
2017-11-01,RNS,2,1064,10,0
2017-11-01,NMH01,other,5593,0,0
2017-11-01,NR3,other,4228,77,0
2017-11-01,RX1,1,12304,2926,3805
2017-11-01,RX1,2,1708,26,0
2017-11-01,RX1,other,2931,29,0
2017-11-01,NLO10,other,2089,3,0
2017-11-01,C82010,other,337,0,0
2017-11-01,NLO12,other,227,0,0
2017-11-01,Y02428,other,2549,0,0
2017-11-01,RXK,1,14676,3161,3150
2017-11-01,RXK,2,1089,7,21
2017-11-01,RXK,other,2529,0,0
2017-11-01,RK5,1,8147,965,2491
2017-11-01,RK5,other,4292,39,4
2017-11-01,RXW,1,8535,2633,2182
2017-11-01,RXW,other,1551,16,0
2017-11-01,R1D,other,1950,1,0
2017-11-01,C83023,other,592,0,0
2017-11-01,Y02615,other,5683,0,0
2017-11-01,RJC,1,5617,490,1767
2017-11-01,RJC,other,656,0,0
2017-11-01,RAJ,1,8445,1206,2586
2017-11-01,Y02961,other,3040,0,0
2017-11-01,RNA,1,8647,2249,1971
2017-11-01,RNA,other,5363,6,0
2017-11-01,RQW,1,8765,2572,1348
2017-11-01,RCX,1,5083,666,2024
2017-11-01,RL4,1,10892,2120,2563
2017-11-01,RL4,other,8386,308,0
2017-11-01,RWD,1,11208,2629,3586
2017-11-01,RWD,other,1538,0,0
2017-11-01,RRK,1,9522,1804,3073
2017-11-01,RKB,1,11896,2837,4109
2017-11-01,RKB,2,1885,35,108
2017-11-01,RKB,other,5928,86,0
2017-11-01,RWE,1,18807,4180,4431
2017-11-01,RWE,2,1769,13,8
2017-11-01,RJE,1,13843,4455,4538
2017-11-01,RJE,2,436,0,0
2017-11-01,RJE,other,6173,76,0
2017-11-01,RBK,1,6416,1747,2109
2017-11-01,RBK,other,3324,3,0
2017-11-01,ATQ02,other,3615,0,0
2017-11-01,RWG,1,8094,2094,3014
2017-11-01,RWG,other,3527,5,0
2017-11-01,RGR,1,5985,573,2158
2017-11-01,RWP,1,9984,2983,2977
2017-11-01,RWP,other,5273,19,0
2017-11-01,RLQ,1,4421,847,1193
2017-11-01,RLQ,other,374,0,0
2017-11-01,REM,1,7087,1807,3167
2017-11-01,REM,other,6378,0,0
2017-11-01,RCF,1,5416,387,1088
2017-11-01,RBS,1,5799,420,1160
2017-11-01,NNF70,other,320,0,0
2017-11-01,RFF,1,7091,554,2019
2017-11-01,RXL,1,6034,2545,2268
2017-11-01,RXL,other,10499,9,0
2017-11-01,RMC,1,9135,1973,2449
2017-11-01,RMC,other,936,2,33
2017-11-01,RAE,1,11110,1962,3428
2017-11-01,NNF09,other,2090,5,0
2017-11-01,RY2,other,7528,123,0
2017-11-01,RWY,1,12097,1094,3151
2017-11-01,RLN,1,8254,814,2842
2017-11-01,RLN,2,2164,10,44
2017-11-01,RLN,other,2814,10,0
2017-11-01,RJR,1,5832,1118,2107
2017-11-01,RJR,other,721,0,0
2017-11-01,RXP,1,11039,1089,3502
2017-11-01,RXP,other,6094,0,0
2017-11-01,RP5,1,10663,1179,3091
2017-11-01,RP5,other,2630,0,572
2017-11-01,RJN,1,4120,761,928
2017-11-01,RJN,other,162,0,0
2017-11-01,RXR,1,8480,2992,3224
2017-11-01,RXR,other,9016,226,36
2017-11-01,NNF94,other,253,0,0
2017-11-01,RR7,1,7218,305,1660
2017-11-01,RR7,other,2318,0,0
2017-11-01,RCD,1,3998,173,981
2017-11-01,RCD,other,712,0,0
2017-11-01,NNF99,other,172,0,0
2017-11-01,RWA,1,10923,1283,3156
2017-11-01,RWA,other,918,3,0
2017-11-01,RV9,other,516,0,0
2017-11-01,RXN,1,5727,1679,2102
2017-11-01,RXN,other,6185,145,370
2017-11-01,Y01231,other,2409,0,0
2017-11-01,RR8,1,16997,3692,4779
2017-11-01,RR8,other,3317,17,0
2017-11-01,RY1,other,2505,0,0
2017-11-01,REP,2,1004,7,80
2017-11-01,Y01069,other,3239,0,0
2017-11-01,R0A,1,21530,3927,6643
2017-11-01,R0A,2,3499,40,174
2017-11-01,R0A,other,9285,15,110
2017-11-01,RBT,1,5100,851,1991
2017-11-01,RBT,other,2019,0,0
2017-11-01,RXF,1,19600,1826,4254
2017-11-01,RNL,1,7458,765,2066
2017-11-01,RNL,other,1308,9,0
2017-11-01,RVW,1,3825,419,1562
2017-11-01,RVW,other,9630,23,545
2017-11-01,RTV,other,1917,6,0
2017-11-01,NLO01,other,4000,2,0
2017-11-01,RJL,1,10824,910,2717
2017-11-01,RJL,other,1144,0,0
2017-11-01,RTF,1,8300,851,3986
2017-11-01,RTF,other,7756,17,27
2017-11-01,Y02572,other,667,0,0
2017-11-01,RW6,1,24067,4558,6324
2017-11-01,RW6,other,8900,125,120
2017-11-01,RT2,other,3399,0,0
2017-11-01,AC008,other,924,0,0
2017-11-01,RQ6,1,7423,1943,2526
2017-11-01,RQ6,2,1841,14,38
2017-11-01,RQ6,other,10037,0,0
2017-11-01,RM3,1,8359,877,2851
2017-11-01,RM3,other,598,0,0
2017-11-01,AXT02,other,3569,0,0
2017-11-01,RCU,1,5191,218,676
2017-11-01,RCU,other,142,0,0
2017-11-01,RHQ,1,8772,2144,2822
2017-11-01,RHQ,2,1112,0,0
2017-11-01,RHQ,other,7375,0,0
2017-11-01,NQT5F,other,1910,4,0
2017-11-01,RTR,1,10213,330,2213
2017-11-01,RTR,other,1837,0,14
