period,org_code,type,attendances,breaches,admissions
2018-03-01,RF4,1,21452,6495,5144
2018-03-01,RF4,2,720,2,0
2018-03-01,RF4,other,2903,60,0
2018-03-01,R1H,1,28465,6379,7670
2018-03-01,R1H,2,763,2,0
2018-03-01,R1H,other,14837,48,0
2018-03-01,AD913,other,4773,3,0
2018-03-01,E84069,other,1785,0,0
2018-03-01,Y02692,other,3742,0,0
2018-03-01,RYX,other,19089,257,0
2018-03-01,RQM,1,18906,1564,3899
2018-03-01,RQM,other,9376,112,0
2018-03-01,RJ6,1,6672,1884,1995
2018-03-01,RJ6,other,11051,223,0
2018-03-01,Y02696,other,1357,0,0
2018-03-01,RVR,1,12960,1431,3528
2018-03-01,RVR,2,491,1,11
2018-03-01,RVR,other,1129,0,0
2018-03-01,RJ1,1,13467,2581,3374
2018-03-01,RJ1,2,789,0,0
2018-03-01,RJ1,other,3087,8,0
2018-03-01,Y03082,other,3998,0,0
2018-03-01,RQX,1,10768,898,1793
2018-03-01,RY9,other,5142,6,0
2018-03-01,RYJ,1,10057,3828,3337
2018-03-01,RYJ,2,3929,35,12
2018-03-01,RYJ,other,9985,167,0
2018-03-01,RJZ,1,16452,6284,4301
2018-03-01,RJZ,other,7150,525,0
2018-03-01,RAX,1,9278,1657,2277
2018-03-01,RAX,2,1042,6,0
2018-03-01,RJ2,1,13439,3804,4563
2018-03-01,RJ2,other,12325,404,0
2018-03-01,R1K,1,12581,4524,6095
2018-03-01,R1K,other,17247,273,0
2018-03-01,RP6,2,7798,162,24
2018-03-01,RAT,other,5206,32,0
2018-03-01,RAP,1,15509,3638,2602
2018-03-01,Y02973,other,895,0,0
2018-03-01,RAL,1,20453,3784,4293
2018-03-01,RAL,other,3388,3,0
2018-03-01,Y03047,other,1822,0,0
2018-03-01,RJ7,1,13421,2726,4191
2018-03-01,RJ7,other,1411,0,0
2018-03-01,F84747,other,2518,0,0
2018-03-01,RAS,1,5744,2944,2015
2018-03-01,RAS,other,8106,156,0
2018-03-01,Y03094,other,3232,0,0
2018-03-01,Y03218,other,3684,0,0
2018-03-01,E84068,other,3365,0,0
2018-03-01,RRV,1,11760,1814,1927
2018-03-01,Y02147,other,9782,0,0
2018-03-01,Y03201,other,2354,0,0
2018-03-01,RKE,1,9218,1551,1400
2018-03-01,NL7,other,5478,0,0
2018-03-01,8J094,other,3119,0,0
2018-03-01,RDD,1,12757,2433,3039
2018-03-01,RC1,1,6457,1056,2095
2018-03-01,RC1,other,190,0,0
2018-03-01,M85813,other,3363,0,0
2018-03-01,RQ3,1,4970,153,1056
2018-03-01,RJF,1,5376,577,1835
2018-03-01,RJF,other,4315,0,12
2018-03-01,RGT,1,10125,3292,3264
2018-03-01,RGT,other,3406,7,21
2018-03-01,RFS,1,7087,1081,2084
2018-03-01,NQ108,other,2291,2,0
2018-03-01,RDE,1,8159,572,2538
2018-03-01,RDE,other,5015,29,0
2018-03-01,Y03571,other,6127,24,0
2018-03-01,RTG,1,11070,2850,3444
2018-03-01,RTG,other,4640,24,127
2018-03-01,RY8,other,5423,2,0
2018-03-01,NNJ,other,1892,1,0
2018-03-01,RWH,1,9125,2645,3031
2018-03-01,RWH,other,4301,12,0
2018-03-01,Y03007,other,2540,0,0
2018-03-01,NQ106,other,581,0,0
2018-03-01,RLT,1,6977,1632,1141
2018-03-01,NEH06,other,1724,0,0
2018-03-01,RR1,1,19646,5418,6604
2018-03-01,RR1,other,3238,53,1270
2018-03-01,RY4,other,933,0,0
2018-03-01,RGQ,1,7005,964,1962
2018-03-01,RGQ,other,935,0,188
2018-03-01,RGP,1,5460,1049,1468
2018-03-01,RGP,other,1070,21,0
2018-03-01,RNQ,1,7538,2368,2585
2018-03-01,C82038,other,212,0,0
2018-03-01,RY5,other,10286,177,0
2018-03-01,NJS05,other,4119,231,0
2018-03-01,RC9,1,8859,283,2620
2018-03-01,RC9,other,4085,0,0
2018-03-01,C82009,other,291,0,0
2018-03-01,NLO11,other,674,9,0
2018-03-01,NLO09,other,558,21,0
2018-03-01,RQ8,1,8347,1789,2161
2018-03-01,RQ8,other,389,20,0
2018-03-01,RD8,1,7208,1261,1418
2018-03-01,RD8,other,4544,73,0
2018-03-01,RM1,1,8650,3423,2775
2018-03-01,RM1,other,2333,151,0
2018-03-01,RGN,1,12154,3658,3522
2018-03-01,RGN,other,683,0,0
2018-03-01,RNS,1,8355,1799,2417
2018-03-01,RNS,2,1033,6,0
2018-03-01,RNS,other,1442,0,0
2018-03-01,NMH01,other,5192,0,0
2018-03-01,NR3,other,4730,207,0
2018-03-01,RX1,1,12169,4680,3894
2018-03-01,RX1,2,1841,51,0
2018-03-01,RX1,other,3349,124,0
2018-03-01,NLO10,other,2189,20,0
2018-03-01,C82010,other,280,0,0
2018-03-01,NLO12,other,246,2,0
2018-03-01,Y02428,other,2578,0,0
2018-03-01,RXK,1,13805,3556,3429
2018-03-01,RXK,2,1058,26,21
2018-03-01,RXK,other,2955,0,0
2018-03-01,RK5,1,8296,1348,2655
2018-03-01,RK5,other,4406,76,7
2018-03-01,RXW,1,8661,3389,2274
2018-03-01,RXW,other,1816,45,49
2018-03-01,R1D,other,2002,4,0
2018-03-01,C83023,other,807,0,0
2018-03-01,Y02615,other,6014,0,0
2018-03-01,RJC,1,5592,937,1742
2018-03-01,RJC,other,745,0,0
2018-03-01,RAJ,1,7473,1771,2798
2018-03-01,RAJ,other,1280,74,2
2018-03-01,Y02961,other,3023,0,0
2018-03-01,RNA,1,8425,2524,1944
2018-03-01,RNA,other,5776,96,0
2018-03-01,RQW,1,8546,3030,1621
2018-03-01,RCX,1,5539,1149,2190
2018-03-01,RL4,1,10985,2793,2591
2018-03-01,RL4,other,8862,168,0
2018-03-01,RWD,1,12445,4700,3621
2018-03-01,RWD,other,1066,0,0
2018-03-01,RRK,1,9936,2154,3896
2018-03-01,RKB,1,12177,3993,4197
2018-03-01,RKB,2,1809,24,120
2018-03-01,RKB,other,5912,120,3
2018-03-01,RWE,1,17906,5934,4449
2018-03-01,RWE,2,1760,28,6
2018-03-01,RJE,1,14321,4968,5091
2018-03-01,RJE,2,443,0,0
2018-03-01,RJE,other,6479,123,0
2018-03-01,RBK,1,6607,2471,2070
2018-03-01,RBK,other,3271,14,0
2018-03-01,ATQ02,other,3358,0,0
2018-03-01,RWG,1,8410,2913,2828
2018-03-01,RWG,other,3327,3,0
2018-03-01,RGR,1,5642,904,2304
2018-03-01,RGR,other,526,0,0
2018-03-01,RWP,1,10145,4387,3100
2018-03-01,RWP,other,5183,15,0
2018-03-01,RLQ,1,4740,1252,1306
2018-03-01,RLQ,other,354,0,0
2018-03-01,REM,1,7129,2697,3372
2018-03-01,REM,other,7598,11,0
2018-03-01,RCF,1,5509,363,1132
